,name,desc
3835,Food Quality Sensor International,"Developer of real-time and interactive food freshness measurement devices. The company provides food processing, grocery"
3836,Natratec International,Developer and manufacturer of organic protective emulsions. The company primarily focuses on producing emulsions which
3837,SeaWell Networks,Provider of a software that enables delivery of Hypertext Transfer Protocol (HTTP) adaptive streaming video.
3838,Avidex,Operator of a biotechnology company focused on the development of therapeutics for cancer and autoimmune
3839,Meetings.io,Provider of group video conferencing and chat services. The company provide web application for chat
3840,Tiny Pictures,Operator of a mobile media-sharing site called Radar. The company\'s services help users to share
3841,Spectral Genomics,Developer and marketer of products and services in molecular genetics and diagnostics. The company also
3842,VoiceStar,Provider of call tracking software and pay-per-call technology for advertising and marketing agency. The company
3843,Digital Payment Technologies,"Developer of parking management technologies. The company engages in the design, manufacture, and distribution of"
3844,Mobile Digital Media,Provider of consumer software for mobile phones and personal digital assistants. The company offers products
3845,Corio,"Provider of enterprise applications from software vendors such as Oracle, Siebel, and SAP. The company\'s"
3846,DirectPointe,Provider of information technology (IT) outsourcing and managed services for customers in the United States.
3847,GreenYour,Provider of go to guide for green living. The company\'s website has aggregated eco-friendly tips
3848,Iqua,Developer of wireless accessories for mobile communications market. The company develops handsfree headsets and other
3849,NuCom Online International Company,Provider of a sports portal. The company operates a sports portal and broadcasts live sports
3850,Absolute Commerce,Developer of an electronic payment tool. The company provides a way to integrate organization’s payment
3851,Systinet,Provider of service-oriented architecture (SOA) governance and life-cycle management software and services. The company\'s web
3852,Insurance.com (acquired),Operator of a platform to compare and buy competitive insurance products. The company mainly operates
3853,Fresco Microchip,"Developer of fabless semiconductor. The company develops radio frequency, mixed-signal and digital signal processing integrated"
